['IT', 'Certified', '78759', 'STARMOUNT SYSTEMS INC.', 'Computer Software Engineers, Applications', 'INDIA']
['Construction', 'Certified', '78735', 'LANDMARC CONTRACTORS', 'First-Line Supervisors of Construction Trades and Extraction Workers', 'MEXICO']
['Advanced Mfg', 'Certified', '78758', 'FORMULATION TECHNOLOGIES DBA PHARMAFORM LLC', 'Chemists', 'CANADA']
['Advanced Mfg', 'Certified', '78754', 'SAMSUNG AUSTIN SEMICONDUCTOR, LLC', 'Engineering Managers', 'INDIA']
['IT', 'Certified', '78734', 'GANTEK SYSTEMS SOLUTIONS INC.', 'Computer Software Engineers, Applications', 'NEW ZEALAND']
['IT', 'Certified', '78750', 'TTS SOLUTIONS, INC', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78730', 'ASCENDANT TECHNOLOGY', 'Software Developers, Applications', 'CHINA']
['Other Economic Sector', 'Certified', '78704', 'MINDWAYS SOFTWARE INC.', 'Marketing Managers', 'UNITED KINGDOM']
['Other Economic Sector', 'Certified', '78731', 'TURAMI LLC', 'Electronics Engineers, Except Computer', 'KENYA']
['IT', 'Certified', '78759', 'TECHNOZANT LLC', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '78746', 'SHAKTI GROUP, INC.', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78741', 'TOKYO ELECTRON U.S. HOLDINGS, INC.', 'Sales Engineers', 'CANADA']
['Advanced Mfg', 'Certified', '78741', 'TOKYO ELECTRON U.S. HOLDINGS, INC.', 'Software Developers, Applications', 'JAPAN']
['Retail', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78731', 'ITRANSITION, INC.', 'Sales Managers', 'BELARUS']
['Retail', 'Certified', '78752', 'FAR WEST ENTERPRISES INC', 'Sales Managers', 'PAKISTAN']
['IT', 'Certified', '78759', 'NATIONAL INSTRUMENTS', 'Sales Engineers', 'GERMANY']
['Advanced Mfg', 'Certified', '78704', 'JAVELIN SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'TAIWAN']
['Advanced Mfg', 'Certified', '78701', 'SILICON LABORATORIES INC.', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '78701', 'WHALESHARK MEDIA, INC', 'Market Research Analysts and Marketing Specialists*', 'MEXICO']
['Finance', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78746', 'MITRATECH HOLDINGS INC', 'Sales Engineers', 'GERMANY']
['Advanced Mfg', 'Certified', '78701', 'SILICON LABORATORIES INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Finance', 'Certified', '78701', 'NETSPEND', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '78730', 'EDGE OF REALITY LTD', 'Art Directors', 'CANADA']
['IT', 'Certified', '78754', 'CHILI CORPORATE SOLUTIONS INC', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78730', 'TROUX TECHNOLOGIES, INC.', 'Computer Systems Analysts', 'CHINA']
['IT', 'Certified', '78759', 'NATIONAL INSTRUMENTS', 'Software Developers, Systems Software', 'CHINA']
['IT', 'Certified', '78731', 'PROSPX, INC.', 'Computer and Information Systems Managers', 'UKRAINE']
['IT', 'Certified', '78726', 'ASCENDANT TECHNOLOGY', 'Software Developers, Applications', 'SOUTH AFRICA']
['IT', 'Certified', '78759', 'NATIONAL INSTRUMENTS', 'Software Developers, Systems Software', 'INDIA']
['IT', 'Certified', '78759', 'TECHNOZANT LLC', 'Database Administrators', 'INDIA']
['IT', 'Certified', '78759', 'C&T INFORMATION TECHNOLOGY CONSULTING INC', 'Software Developers, Applications', 'INDIA']
['Retail', 'Certified', '78758', 'ASIYA INC.', 'Financial Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '78746', 'MULTIMEDIA GAMES HOLDING COMPANY INC.', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '78746', 'MULTIMEDIA GAMES HOLDING COMPANY INC.', 'Network and Computer Systems Administrators*', 'MALAYSIA']
['Advanced Mfg', 'Certified', '78701', 'SILICON LABORATORIES INC.', 'Electronics Engineers, Except Computer', 'PORTUGAL']
['Finance', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'COSTA RICA']
['Finance', 'Certified', '78701', 'NETSPEND', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '78746', 'MULTIMEDIA GAMES HOLDING COMPANY INC.', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '78746', 'MULTIMEDIA GAMES HOLDING COMPANY INC.', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '78746', 'MULTIMEDIA GAMES HOLDING COMPANY INC.', 'Mathematicians', 'CHINA']
['IT', 'Certified', '78758', 'SPAWN LABS, INC.', 'Software Developers, Systems Software', 'INDIA']
['Finance', 'Certified', '78701', 'NETSPEND', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '78728', 'STSJEWELS INC', 'Marketing Managers', 'INDIA']
['Other Economic Sector', 'Certified', '78702', 'ECONOMIC GROWTH BUSINESS INCUBATOR', 'Market Research Analysts and Marketing Specialists*', 'MEXICO']
['IT', 'Certified', '78759', 'TECRA SYSTEMS, INC.', 'Software Developers, Applications', 'INDIA']
['Educational Services', 'Certified', '78703', 'AUSTIN INDEPENDENT SCHOOL DISTRICT', 'Elementary School Teachers, Except Special Education', 'MEXICO']
['Finance', 'Certified', '78701', 'NETSPEND', 'Software Developers, Applications', 'NEPAL']
['Biotechnology', 'Certified', '78754', 'WORLDWIDE CLINICAL TRIALS DRUG DEVELOP. SOL., INC.', 'Biochemists and Biophysicists', 'MEXICO']
['Finance', 'Certified', '78759', 'STREETAUTHORITY, LLC', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78759', 'C&T INFORMATION TECHNOLOGY CONSULTING INC', 'Computer Systems Analysts', 'INDIA']
['Finance', 'Certified', '78731', 'ASG GENERAL PARTNER INC.', 'Securities, Commodities, and Financial Services Sales Agents', 'TURKEY']
['Hospitality', 'Certified', '78753', 'A&D HOTEL LLC', 'Management Analysts', 'INDIA']
['IT', 'Certified', '78702', 'E-SCAN DATA SYSTEMS, INC.', 'Computer Systems Analysts', 'INDIA']
['Health Care', 'Certified', '78703', 'HARDEN THERAPY, LLC', 'Occupational Therapists', 'PHILIPPINES']
['Aerospace', 'Certified', '78746', 'COHERENT LOGIX, INCORPORATED', 'Software Developers, Systems Software', 'CHINA']
['Advanced Mfg', 'Certified', '78717', 'HEALTHTRONICS GROUP LP', 'Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products', 'CANADA']
['Aerospace', 'Certified', '78704', 'ISOLUX INGENIERIA USA LLC', 'Civil Engineers', 'MEXICO']
['Construction', 'Certified', '78754', 'YOUNG EUN KANG', 'Civil Engineers', 'SOUTH KOREA']
['IT', 'Certified', '78759', 'AMBONARE, INC.', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '78701', 'RGM ADVISORS, LLC', 'Operations Research Analysts', 'INDIA']
['Hospitality', 'Certified', '78727', 'DJ SUSHI, INC.', 'Chefs and Head Cooks', 'SOUTH KOREA']
['IT', 'Certified', '78746', 'LUMESSE, INC', 'Computer Support Specialists', 'MEXICO']
['Finance', 'Certified', '78730', 'ECOMMISSION FINANCIAL SERVICES, INC.', 'Computer and Information Systems Managers', 'CANADA']
['Advanced Mfg', 'Certified', '78753', 'GSTAMERICA,INC', 'Architectural and Engineering Managers', 'SOUTH KOREA']
['Aerospace', 'Certified', '78704', 'ISOLUX INGENIERIA USA LLC', 'Architectural and Engineering Managers', 'MEXICO']
['IT', 'Certified', '78757', 'PHUNWARE, INC.', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78727', 'LUMINEX CORPORATION', 'Operations Research Analysts', 'INDIA']
['IT', 'Certified', '78759', 'TECHNOZANT LLC', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78701', 'CIRRUS LOGIC, INC.', 'Software Developers, Applications', 'INDIA']
['Construction', 'Certified', '78752', 'FERROVIAL AGROMAN US CORP', 'Construction Managers', 'CANADA']
['Advanced Mfg', 'Certified', '78701', 'CIRRUS LOGIC, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['IT', 'Certified', '78754', 'CHILI CORPORATE SOLUTIONS INC', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78759', 'GRAVITANT, INC.', 'Software Developers, Systems Software', 'INDIA']
['IT', 'Certified', '78759', 'GRAVITANT, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78746', 'ASURE SOFTWARE, INC.', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78701', 'CIRRUS LOGIC, INC.', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '78756', 'NEW IRON GROUP, INC.', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'INDIA']
['', 'Certified', '78701', 'GREEN SOURCE ENERGY LLC', 'Natural Sciences Managers', 'COLOMBIA']
['Finance', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78759', 'TECHNOZANT LLC', 'Computer Systems Analysts', 'UNITED STATES OF AMERICA']
['IT', 'Certified', '78754', 'B2B INFOSYS INC', 'Software Developers, Applications', 'INDIA']
['Educational Services', 'Certified', '78746', 'MEDICAL INSTITUTE FOR SEXUAL HEALTH', 'Medical Scientists, Except Epidemiologists', 'NIGERIA']
['IT', 'Certified', '78746', 'SHAKTI GROUP, INC.', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78701', 'CIRRUS LOGIC, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Aerospace', 'Certified', '78733', 'ELECTRIC POWER ENGINEERS INC.', 'Electrical Engineers', 'DOMINICAN REPUBLIC']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'UNITED KINGDOM']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Finance', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Health Care', 'Certified', '78705', "ST. DAVID'S HEALTHCARE", 'Occupational Therapists', 'INDIA']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'MEXICO']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Software Developers, Systems Software', 'INDIA']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Operations Research Analysts', 'INDIA']
['Finance', 'Certified', '78729', 'PAYPAL DATA SERVICES, INC.', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'MEXICO']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'CANADA']
['Advanced Mfg', 'Certified', '78701', 'CIRRUS LOGIC, INC.', 'Electronics Engineers, Except Computer', 'MALAYSIA']
['IT', 'Certified', '78746', 'SHAKTI GROUP, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78759', 'INDUSOFT, INC.', 'Software Developers, Applications', 'BRAZIL']
['Educational Services', 'Certified', '78704', "ST. EDWARD'S UNIVERSITY", 'Criminal Justice and Law Enforcement Teachers, Postsecondary', 'CANADA']
['Advanced Mfg', 'Certified', '78701', 'CIRRUS LOGIC, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Other Economic Sector', 'Certified', '78746', 'FRONTIER ASSOCIATES LLC', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78701', 'SILICON LABORATORIES INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '78759', 'TECHNOZANT LLC', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Electronics Engineers, Except Computer', 'INDIA']
['Advanced Mfg', 'Certified', '78758', 'PCE TECHNOLOGY, INC.', 'Cost Estimators', 'TAIWAN']
['Advanced Mfg', 'Certified', '78744', 'BIOO SCIENTIFIC CORPORATION', 'Biological Technicians', 'CHINA']
['Health Care', 'Certified', '78750', 'NANDINI KOHLI MD PA', 'Internists, General', 'INDIA']
['Advanced Mfg', 'Certified', '78758', 'HANGER, INC.', 'Network and Computer Systems Administrators*', 'CANADA']
['IT', 'Certified', '78759', 'TK20 INC.', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '78701', 'SILICON LABORATORIES INC.', 'Architectural and Engineering Managers', 'PORTUGAL']
['IT', 'Certified', '78759', 'MEDIA EXCEL, INC.', 'Marketing Managers', 'GREECE']
['Advanced Mfg', 'Certified', '78701', 'CIRRUS LOGIC, INC.', 'Software Developers, Systems Software', 'INDIA']
['Advanced Mfg', 'Certified', '78701', 'CIRRUS LOGIC, INC.', 'Electronics Engineers, Except Computer', 'IRAN']
['IT', 'Certified', '78759', 'MEDIA EXCEL, INC.', 'Software Developers, Applications', 'GREECE']
['Educational Services', 'Certified', '78713', 'UNIVERSITY OF TEXAS AT AUSTIN', 'Mathematical Science Teachers, Postsecondary', 'ITALY']
['IT', 'Certified', '78703', 'BLOOMFIRE, INC.', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '78746', 'TEXAS EZPAWN LP', 'Software Developers, Applications', 'INDIA']
['Transportation', 'Certified', '78758', 'FOXCONN/HON HAI LOGISTICS TEXAS, LLC', 'Industrial Engineers', 'TAIWAN']
['Other Economic Sector', 'Certified', '78758', 'GREATER AUSTIN MERCHANTS COOPERATIVE ASSOCIATION', 'Financial Analysts', 'INDIA']
['Retail', 'Certified', '78744', 'ROMMAN INCORPORATED', 'Software Developers, Applications', 'ZIMBABWE']
['Other Economic Sector', 'Certified', '78703', 'STG DESIGN, INC.', 'Interior Designers', 'PERU']
['', 'Denied', '78746', 'ST. JUDE MEDICAL, SC INC', 'Biomedical Engineers', 'UNITED KINGDOM']
['Transportation', 'Denied', '78758', 'FOXCONN/HON HAI LOGISTICS TEXAS, LLC', 'Logisticians', 'CHINA']
['', 'Denied', '78759', 'NATIONAL INSTRUMENTS', 'Computer Software Engineers, Applications', 'MEXICO']
['IT', 'Denied', '78746', 'DAMAN, INCORPORATED', 'Computer Software Engineers, Applications', 'INDIA']
['IT', 'Denied', '78759', 'NATIONAL INSTRUMENTS', 'Electronics Engineers, Except Computer', 'DOMINICAN REPUBLIC']
['', 'Denied', '78703', 'FLOCASTS LLC', 'Architectural and Engineering Managers', 'INDIA']
['Advanced Mfg', 'Denied', '78735', 'FREESCALE SEMICONDUCTOR, INC.', 'Economists', 'CHINA']
['IT', 'Denied', '78746', 'SHAKTI GROUP, INC.', 'Database Administrators', 'INDIA']
['IT', 'Denied', '78726', 'ASCENDANT TECHNOLOGY', 'Software Developers, Applications', 'INDIA']
['IT', 'Denied', '78726', 'ASCENDANT TECHNOLOGY', 'Software Developers, Applications', 'INDIA']
['Health Care', 'Denied', '78746', 'ACUPUNCTURE AND HERBAL HEALTH CENTER', 'Health Diagnosing and Treating Practitioners, All Other', 'TAIWAN']
['IT', 'Denied', '78734', 'ARDAN LABS LLC', 'Software Developers, Applications', 'ITALY']
['Automotive', 'Denied', '78738', 'MCCORKLE HOLDINGS LLC DBA LAKE TRAVIS MOTOR CO', 'Construction Managers', 'SOUTH AFRICA']
['IT', 'Withdrawn', '78726', 'ASCENDANT TECHNOLOGY', 'Software Developers, Applications', 'INDIA']
['Educational Services', 'Withdrawn', '78703', 'AUSTIN INDEPENDENT SCHOOL DISTRICT', 'Middle School Teachers, Except Special and Career/Technical Education', 'ARGENTINA']
['IT', 'Withdrawn', '78757', 'PHUNWARE, INC.', 'Software Developers, Applications', 'TAIWAN']
['Educational Services', 'Withdrawn', '78713', 'UNIVERSITY OF TEXAS AT AUSTIN', 'Sociology Teachers, Postsecondary', 'TAIWAN']
['Other Economic Sector', 'Withdrawn', '78701', 'LATINWORKS MARKETING, LLC', 'Market Research Analysts and Marketing Specialists*', 'ARGENTINA']
['IT', 'Withdrawn', '78758', 'HANGER, INC.', 'Orthotists and Prosthetists', 'UNITED KINGDOM']
['', 'Withdrawn', '78703', 'HOMEAWAY, INC.', 'Software Developers, Applications', 'VIETNAM']
['IT', 'Withdrawn', '78703', 'BLOOMFIRE, INC.', 'Software Developers, Applications', 'INDIA']
['Retail', 'Withdrawn', '78745', 'SOUTH AUSTIN HEALTHCARE COMPANY', 'Pharmacists', 'INDIA']
['IT', 'Withdrawn', '78746', 'SOLARWINDS', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Withdrawn', '78754', 'ATX ENVIRONMENTAL SOLUTIONS, LLC', 'Financial Managers', 'SOUTH KOREA']
['IT', 'Withdrawn', '78759', 'NATIONAL INSTRUMENTS', 'Software Developers, Applications', 'INDIA']
['Retail', 'Withdrawn', '78753', 'TAJ VIDEO CORPORATION INC.', 'Network and Computer Systems Administrators*', 'INDIA']