['Other Economic Sector', 'Certified', '02141', 'IXL CENTER, INC.', 'Training and Development Specialists', 'PHILIPPINES']
['Retail', 'Certified', '02139', 'SWAMIPRAMUKHLLC', 'Cashiers', 'AUSTRALIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Computer and Information Systems Managers', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Computer and Information Systems Managers', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Computer and Information Systems Managers', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Computer and Information Systems Managers', 'INDIA']
['Biotechnology', 'Certified', '02139', 'HYBRID SILICA TECHNOLOGIES, INC.', 'Materials Scientists', 'CHINA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Computer and Information Systems Managers', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Computer Software Engineers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PEGASYSTEMS INC.', 'Computer Software Engineers, Applications', 'FRANCE']
['IT', 'Certified', '02142', 'PEGASYSTEMS INC.', 'Computer Software Engineers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Computer Systems Analysts', 'SPAIN']
['IT', 'Certified', '02142', 'PEGASYSTEMS INC.', 'Network and Computer Systems Administrators', 'INDIA']
['', 'Certified', '02142', 'GENZYME CORPORATION', 'Chemical Engineers', 'INDIA']
['', 'Certified', '02142', 'GENZYME CORPORATION', 'Biological Scientists, All Other', 'INDIA']
['', 'Certified', '02142', 'GENZYME CORPORATION', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '02139', 'BACKUPIFY, INC.', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '02142', 'PEGASYSTEMS INC.', 'Computer and Information Systems Managers', 'CANADA']
['Other Economic Sector', 'Certified', '02142', 'THOUGHTACTION LLC', 'Graphic Designers', 'MEXICO']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['', 'Certified', '02139', 'MILLENNIUM PHARMACEUTICALS, INC.', 'Compliance Officers', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['', 'Certified', '02139', 'MILLENNIUM PHARMACEUTICALS, INC.', 'Medical Scientists, Except Epidemiologists', 'AUSTRALIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['', 'Certified', '02139', 'MILLENNIUM PHARMACEUTICALS, INC.', 'Computer and Information Research Scientists', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Computer Systems Analysts', 'CANADA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Systems Software', 'INDIA']
['Other Economic Sector', 'Certified', '02138', 'NATIONAL BUREAU OF ECONOMIC RESEARCH', 'Economists', 'INDIA']
['Other Economic Sector', 'Certified', '02138', 'LEGAL ECONOMICS LLC', 'Economists', 'RUSSIA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Systems Software', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Statisticians', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Applications', 'INDIA']
['', 'Certified', '02138', 'ENERGID TECHNOLOGIES', 'Biomedical Engineers', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Applications', 'INDIA']
['Biotechnology', 'Certified', '02142', 'CAMBRIDGE CONSULTANTS, INC', 'Biomedical Engineers', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Computer Systems Analysts', 'CHILE']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Computer Systems Analysts', 'LITHUANIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['Educational Services', 'Certified', '02138', 'HARVARD UNIVERSITY', 'Business Teachers, Postsecondary', 'GERMANY']
['Educational Services', 'Certified', '02138', 'HARVARD UNIVERSITY', 'Business Teachers, Postsecondary', 'SOUTH KOREA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Computer and Information Systems Managers', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Systems Software', 'INDIA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Chemical Engineers', 'UNITED KINGDOM']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['Biotechnology', 'Certified', '02139', 'GEN9, INC.', 'Biomedical Engineers', 'BANGLADESH']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['', 'Certified', '02139', 'MILLENNIUM PHARMACEUTICALS, INC.', 'Medical Scientists, Except Epidemiologists', 'INDIA']
['', 'Certified', '02139', 'NOVARTIS VACCINES AND DIAGNOSTICS, INC.', 'Biochemists and Biophysicists', 'INDIA']
['', 'Certified', '02139', 'NOVARTIS VACCINES AND DIAGNOSTICS, INC.', 'Public Relations and Fundraising Managers', 'CANADA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Software Developers, Applications', 'POLAND']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Environmental Engineers', 'INDIA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Environmental Engineers', 'INDIA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Environmental Engineers', 'INDIA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Civil Engineers', 'INDIA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Geographers', 'HONG KONG']
['Educational Services', 'Certified', '02139', 'AGIOS PHARMACEUTICALS', 'Biochemists and Biophysicists', 'SERBIA AND MONTENEGRO']
['IT', 'Certified', '02142', 'PEGASYSTEMS INC.', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '02138', 'NOVASPARKS INC', 'Computer Systems Analysts', 'INDONESIA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Financial Analysts', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Systems Software', 'INDIA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Statisticians', 'CHINA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Urban and Regional Planners', 'INDIA']
['Educational Services', 'Certified', '02140', 'ECOLE INTERNATIONALE DE BOSTON/INTERNATIONAL SCHOO', 'Secondary School Teachers, Except Special and Career/Technical Education', 'FRANCE']
['IT', 'Certified', '02140', 'CAMBRIDGE SYSTEMATICS, INC.', 'Civil Engineers', 'CHINA']
['Hospitality', 'Certified', '02141', 'EF INSTITUTE FOR CULTURAL EXCHANGE, INC.', 'Computer and Information Systems Managers', 'INDIA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Civil Engineers', 'CHINA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'JAPAN']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Urban and Regional Planners', 'INDIA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Network and Computer Systems Administrators*', 'CANADA']
['', 'Certified', '02139', 'NOVARTIS VACCINES AND DIAGNOSTICS, INC.', 'Chemists', 'INDONESIA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Medical Scientists, Except Epidemiologists', 'CANADA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Training and Development Managers', 'UNITED KINGDOM']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'INDIA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Statisticians', 'CHINA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'CANADA']
['', 'Certified', '02139', 'NOVARTIS VACCINES AND DIAGNOSTICS, INC.', 'Biochemists and Biophysicists', 'SOUTH KOREA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Statisticians', 'INDIA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Statisticians', 'SRI LANKA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Medical Scientists, Except Epidemiologists', 'NEW ZEALAND']
['', 'Certified', '02139', 'NOVARTIS VACCINES AND DIAGNOSTICS, INC.', 'Financial Managers', 'SPAIN']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Medical Scientists, Except Epidemiologists', 'JAPAN']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'JAPAN']
['', 'Certified', '02139', 'RA PHARMACEUTICALS, INC.', 'Biochemists and Biophysicists', 'INDIA']
['', 'Certified', '02139', 'NOVARTIS VACCINES AND DIAGNOSTICS, INC.', 'Computer Systems Analysts', 'UNITED KINGDOM']
['Other Economic Sector', 'Certified', '02141', 'SIMON KUCHER AND PARTNERS LLC', 'Market Research Analysts and Marketing Specialists*', 'MACEDONIA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Engineering Managers', 'INDIA']
['', 'Denied', '02142', 'PATNI AMERICAS, INC.', 'Computer and Information Systems Managers', 'INDIA']
['Educational Services', 'Certified', '02138', 'HARVARD UNIVERSITY', 'Computer Science Teachers, Postsecondary', 'ISRAEL']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Civil Engineers', 'INDIA']
['IT', 'Certified', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Industrial Engineers', 'CANADA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Statisticians', 'INDIA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Environmental Engineers', 'INDIA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Software Developers, Applications', 'INDIA']
['', 'Certified', '02139', 'VERTEX PHARMACEUTICALS INCORPORATED', 'Statisticians', 'INDIA']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Urban and Regional Planners', 'INDIA']
['Health Care', 'Certified', '02141', 'VINFEN CORPORATION', 'Mental Health Counselors', 'INDIA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Medical Scientists, Except Epidemiologists', 'INDIA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Chemists', 'UNITED KINGDOM']
['Aerospace', 'Certified', '02139', 'CDM SMITH INC', 'Environmental Scientists and Specialists, Including Health', 'JAPAN']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Medical Scientists, Except Epidemiologists', 'SPAIN']
['', 'Certified', '02139', 'IDENIX (MASSACHUSETTS) INC', 'Chemists', 'CHINA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'CANADA']
['IT', 'Certified', '02138', 'XAMARIN, INC', 'Software Developers, Applications', 'UNITED KINGDOM']
['', 'Certified', '02139', 'MILLENNIUM PHARMACEUTICALS, INC.', 'Statisticians', 'CHINA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'CHINA']
['', 'Certified', '02139', 'NOVARTIS VACCINES AND DIAGNOSTICS, INC.', 'Marketing Managers', 'SINGAPORE']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'JAPAN']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'TAIWAN']
['IT', 'Certified', '02139', 'HIPPO USA INC.', 'Software Developers, Applications', 'SOUTH KOREA']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Medical Scientists, Except Epidemiologists', 'UNITED KINGDOM']
['', 'Certified', '02140', 'COGENT RESEARCH, LLC', 'Market Research Analysts and Marketing Specialists*', 'ROMANIA']
['', 'Certified', '02138', 'HSTAR TECHONOLOGIES', 'Accountants and Auditors', 'CHINA']
['', 'Certified', '02138', 'SMITHSONIAN ASTROPHYSICAL OBSERVATORY', 'Network and Computer Systems Administrators*', 'PALESTINE']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'UNITED KINGDOM']
['', 'Certified', '02139', 'NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH, INC.', 'Biochemists and Biophysicists', 'INDIA']
['Educational Services', 'Certified', '02138', 'HARVARD UNIVERSITY', 'Economics Teachers, Postsecondary', 'AUSTRIA']
['Health Care', 'Certified', '02138', 'MOUNT AUBURN PROFESSIONAL SERVICES', 'Internists, General', 'NEPAL']
['Health Care', 'Certified', '02138', 'MOUNT AUBURN PROFESSIONAL SERVICES', 'Internists, General', 'PAKISTAN']
['Other Economic Sector', 'Certified', '02141', 'SIMON KUCHER AND PARTNERS LLC', 'Marketing Managers', 'INDIA']
['', 'Certified', '02142', 'IRONWOOD PHARMACEUTICALS INC.', 'Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation', 'RUSSIA']
['', 'Certified', '02139', 'MILLENNIUM PHARMACEUTICALS, INC.', 'Biochemists and Biophysicists', 'CANADA']
['', 'Denied', '02142', 'PATNI AMERICAS, INC.', 'Computer and Information Systems Managers', 'INDIA']
['', 'Denied', '02142', 'PATNI AMERICAS, INC.', 'Computer and Information Systems Managers', 'INDIA']
['IT', 'Denied', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['Construction', 'Denied', '02138', 'THOMAS G. GALLAGHER, INC.', 'Construction Managers', 'IRELAND']
['IT', 'Denied', '02139', 'CYTEL INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Withdrawn', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Withdrawn', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Withdrawn', '02142', 'PATNI AMERICAS, INC.', 'Software Developers, Applications', 'INDIA']
['IT', 'Withdrawn', '02142', 'AKAMAI TECHNOLOGIES, INC.', 'Software Developers, Applications', 'INDIA']
['Educational Services', 'Withdrawn', '02138', 'HARVARD UNIVERSITY', 'Education Teachers, Postsecondary', 'CANADA']
['IT', 'Withdrawn', '02142', 'JETBRAINS INC.', 'Computer and Information Systems Managers', 'RUSSIA']
['Other Economic Sector', 'Withdrawn', '02141', 'SIMON KUCHER AND PARTNERS LLC', 'Marketing Managers', 'GERMANY']
