['', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Systems Analysts', 'INDIA']
['Educational Services', 'Certified', '19104', 'DREXEL UNIVERSITY', 'Zoologists and Wildlife Biologists', 'NETHERLANDS']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Network and Computer Systems Administrators*', 'INDIA']
['Other Economic Sector', 'Certified', '19102', 'TOWERS WATSON PENNSYLVANIA INC.', 'Computer Systems Analysts', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE FAS LLP', 'Financial Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Software Engineers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'TURKEY']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Software Engineers, Systems Software', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'BAHAMAS']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Software Engineers, Applications', 'BULGARIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'NETHERLANDS']
['IT', 'Certified', '19106', 'NUMODA TECHNOLOGIES, INC', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'TAIWAN']
['Retail', 'Certified', '19107', 'GN DESIGNS, INC.', 'Purchasing Managers', 'ISRAEL']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'CANADA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE SERVICES LP', 'Computer Systems Analysts', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'BANGLADESH']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Financial Managers', 'CHINA']
['Other Economic Sector', 'Certified', '19102', 'TOWERS WATSON PENNSYLVANIA INC.', 'Financial Analysts', 'URUGUAY']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'PAKISTAN']
['Educational Services', 'Certified', '19131', "SAINT JOSEPH'S UNIVERSITY", 'Economics Teachers, Postsecondary', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'BULGARIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Emergency Management Directors', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Advanced Mfg', 'Certified', '19140', 'CHO & SO, INC.', 'Chefs and Head Cooks', 'SOUTH KOREA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE TAX LLP', 'Accountants and Auditors', 'SOUTH KOREA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Software Engineers, Applications', 'INDIA']
['IT', 'Certified', '19103', 'CDI CORPORATION', 'Network and Computer Systems Administrators', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'CHINA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['IT', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Software Engineers, Systems Software', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Systems Software', 'INDIA']
['IT', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Actuaries', 'CHINA']
['IT', 'Certified', '19103', 'CDI CORPORATION', 'Software Developers, Systems Software', 'INDIA']
['Other Economic Sector', 'Certified', '19102', 'HAY GROUP, INC.', 'Software Developers, Applications', 'UNITED KINGDOM']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'SOUTH KOREA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Database Administrators', 'GHANA']
['IT', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'INDIA']
['IT', 'Certified', '19103', 'DATA-CORE SYSTEMS, INC', 'Computer Systems Analysts', 'NETHERLANDS']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'NIGERIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE TOUCHE TOHMATSU SERVICES INC.', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'CANADA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19112', 'IROKO PHARMACEUTICALS, LLC', 'Operations Research Analysts', 'EGYPT']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Software Developers, Systems Software', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'ST LUCIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'SOUTH KOREA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'THAILAND']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Computer and Information Systems Managers', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Network and Computer Systems Administrators*', 'PAKISTAN']
['Health Care', 'Certified', '19119', 'CARRIAGE HOUSE MEDICAL GROUP, LLC', 'Medical and Health Services Managers', 'NIGERIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Educational Services', 'Certified', '19104', 'UNIVERSITY OF PENNSYLVANIA', 'Foreign Language and Literature Teachers, Postsecondary', 'PERU']
['Finance', 'Certified', '19103', 'DELOITTE FAS LLP', 'Computer and Information Systems Managers', 'TURKEY']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Finance', 'Certified', '19106', 'ACE AMERICAN INSURANCE COMPANY', 'Actuaries', 'INDIA']
['Health Care', 'Certified', '19133', 'JUNIATA COMMUNITY MENTAL HEALTH CLINIC', 'Interpreters and Translators', 'NICARAGUA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Software Developers, Systems Software', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'MEXICO']
['Finance', 'Certified', '19192', 'CIGNA', 'Software Developers, Applications', 'INDIA']
['Educational Services', 'Certified', '19122', 'TEMPLE UNIVERSITY', 'Software Developers, Applications, Non R & D (ACWIA Only)', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Educational Services', 'Certified', '19131', "SAINT JOSEPH'S UNIVERSITY", 'Political Science Teachers, Postsecondary', 'JAPAN']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Software Developers, Applications', 'INDIA']
['', 'Denied', '19120', 'MIKE S. LEE & ASSOCIATES INC', 'Bookkeeping, Accounting, and Auditing Clerks', 'SOUTH KOREA']
['Finance', 'Certified', '19103', 'DELOITTE FAS LLP', 'Accountants and Auditors', 'INDIA']
['', 'Denied', '19107', 'PHILADELPHIA VISION CENTER', 'Ophthalmic Laboratory Technicians', 'UNITED KINGDOM']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Software Developers, Systems Software', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'CHINA']
['Finance', 'Certified', '19103', 'DELOITTE TAX LLP', 'Accountants and Auditors', 'CHINA']
['Finance', 'Certified', '19103', 'DELOITTE TAX LLP', 'Financial Managers', 'ITALY']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Database Administrators', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer and Information Systems Managers', 'INDIA']
['Educational Services', 'Certified', '19107', 'THOMAS JEFFERSON UNIVERSITY', 'Biochemists and Biophysicists', 'PAKISTAN']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Actuaries', 'TAJIKISTAN']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19102', 'TOWERS WATSON PENNSYLVANIA INC.', 'Actuaries', 'CANADA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Network and Computer Systems Administrators*', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'CHINA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Actuaries', 'MALAYSIA']
['Educational Services', 'Certified', '19104', 'UNIVERSITY OF PENNSYLVANIA', 'Business Teachers, Postsecondary', 'FRANCE']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Financial Managers', 'NETHERLANDS']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Network and Computer Systems Administrators*', 'PAKISTAN']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Advanced Mfg', 'Certified', '19103', 'SUNOCO PARTNERS LLC D/B/A SUNOCO LOGISTICS', 'Network and Computer Systems Administrators*', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Network and Computer Systems Administrators*', 'CHINA']
['Educational Services', 'Certified', '19133', 'TRUEBRIGHT SCIENCE ACADEMY CHARTER SCHOOL CORP.', 'Education Administrators, Elementary and Secondary School', 'TURKEY']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Management Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer and Information Systems Managers', 'INDIA']
['Advanced Mfg', 'Certified', '19124', 'MUTUAL PHARMACEUTICAL COMPANY, INC.', 'Medical Scientists, Except Epidemiologists', 'CANADA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Financial Managers', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'JAPAN']
['Educational Services', 'Certified', '19107', 'THOMAS JEFFERSON UNIVERSITY', 'Physicians and Surgeons, All Other', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Information Security Analysts, Web Developers, and Computer Network Architects', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Management Analysts', 'RUSSIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19102', 'TOWERS WATSON PENNSYLVANIA INC.', 'Industrial-Organizational Psychologists', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Health Care', 'Certified', '19104', "THE CHILDREN'S HOSPITAL OF PHILADELPHIA", 'Physicians and Surgeons, All Other', 'SOUTH KOREA']
['Other Economic Sector', 'Certified', '19154', 'NATIONAL GREYHOUND ADOPTION PROGRAM', 'Veterinarians', 'CANADA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Health Care', 'Certified', '19144', 'ELITE DENTAL LLC', 'Dentists, General', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Network and Computer Systems Administrators*', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE TAX LLP', 'Computer Systems Analysts', 'PAKISTAN']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Health Care', 'Certified', '19144', 'ELITE DENTAL LLC', 'Dentists, General', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Information Security Analysts, Web Developers, and Computer Network Architects', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Environmental Engineers', 'NEPAL']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Educational Services', 'Certified', '19122', 'TEMPLE UNIVERSITY', 'Health Specialties Teachers, Postsecondary', 'HONG KONG']
['Educational Services', 'Certified', '19104', 'DREXEL UNIVERSITY', 'Economics Teachers, Postsecondary', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Management Analysts', 'INDIA']
['Advanced Mfg', 'Certified', '19103', 'SUNOCO PARTNERS LLC D/B/A SUNOCO LOGISTICS', 'Network and Computer Systems Administrators*', 'INDIA']
['Educational Services', 'Certified', '19104', 'UNIVERSITY OF PENNSYLVANIA', 'Business Teachers, Postsecondary', 'TURKEY']
['Finance', 'Certified', '19103', 'DELOITTE TOUCHE TOHMATSU SERVICES INC.', 'Information Security Analysts, Web Developers, and Computer Network Architects', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Financial Managers', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Financial Managers', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'NEPAL']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Computer Systems Analysts', 'INDIA']
['Educational Services', 'Certified', '19104', 'UNIVERSITY OF PENNSYLVANIA', 'Statisticians', 'CHINA']
['Educational Services', 'Certified', '19104', 'UNIVERSITY OF PENNSYLVANIA', 'Business Teachers, Postsecondary', 'BRAZIL']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Management Analysts', 'CANADA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'CANADA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Advanced Mfg', 'Certified', '19154', 'SPARKS EXHIBITS & ENVIONMENTS LTD.', 'Set and Exhibit Designers', 'SOUTH KOREA']
['Advanced Mfg', 'Certified', '19103', 'SUNOCO PARTNERS LLC D/B/A SUNOCO LOGISTICS', 'Environmental Engineers', 'CHINA']
['Educational Services', 'Certified', '19122', 'TEMPLE UNIVERSITY', 'Foreign Language and Literature Teachers, Postsecondary', 'SPAIN']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Financial Managers', 'NIGERIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'CHINA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Network and Computer Systems Administrators*', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Information Security Analysts, Web Developers, and Computer Network Architects', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Educational Services', 'Certified', '19104', 'UNIVERSITY OF PENNSYLVANIA', 'Health Diagnosing and Treating Practitioners, All Other', 'CHINA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Accountants and Auditors', 'SOUTH KOREA']
['Advanced Mfg', 'Certified', '19103', 'SUNOCO PARTNERS LLC D/B/A SUNOCO LOGISTICS', 'Mechanical Engineers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Software Developers, Applications', 'INDIA']
['Finance', 'Certified', '19103', 'DELOITTE & TOUCHE LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer and Information Systems Managers', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Software Developers, Applications', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Actuaries', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Management Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Software Developers, Applications', 'NIGERIA']
['Educational Services', 'Certified', '19104', 'UNIVERSITY OF PENNSYLVANIA', 'Foreign Language and Literature Teachers, Postsecondary', 'BULGARIA']
['Other Economic Sector', 'Certified', '19103', 'DELOITTE CONSULTING LLP', 'Computer Systems Analysts', 'INDIA']
['Other Economic Sector', 'Certified', '19103', 'COMCAST CABLE COMMUNICATIONS, LLC', 'Information Security Analysts, Web Developers, and Computer Network Architects', 'INDIA']
['IT', 'Certified', '19102', 'APPLABS TECHNOLOGIES PRIVATE LIMITED', 'Software Developers, Applications', 'INDIA']
['Aerospace', 'Certified', '19130', 'DAY AND ZIMMERMANN', 'Software Developers, Applications', 'INDIA']
